,Date,Time,State,Group,Unit,Sales,Revenue,year,month,week,Quarter,month_name,day
114,2020-10-02, Afternoon, SA, Women,22,55000,1210000,2020,10,40,4,October,2
115,2020-10-02, Afternoon, SA, Seniors,30,75000,2250000,2020,10,40,4,October,2
116,2020-10-02, Evening, SA, Kids,20,50000,1000000,2020,10,40,4,October,2
117,2020-10-02, Evening, SA, Men,23,57500,1322500,2020,10,40,4,October,2
118,2020-10-02, Evening, SA, Women,12,30000,360000,2020,10,40,4,October,2
119,2020-10-02, Evening, SA, Seniors,23,57500,1322500,2020,10,40,4,October,2
120,2020-10-02, Morning, VIC, Kids,42,105000,4410000,2020,10,40,4,October,2
121,2020-10-02, Morning, VIC, Men,46,115000,5290000,2020,10,40,4,October,2
122,2020-10-02, Morning, VIC, Women,48,120000,5760000,2020,10,40,4,October,2
123,2020-10-02, Morning, VIC, Seniors,26,65000,1690000,2020,10,40,4,October,2
124,2020-10-02, Afternoon, VIC, Kids,46,115000,5290000,2020,10,40,4,October,2
125,2020-10-02, Afternoon, VIC, Men,37,92500,3422500,2020,10,40,4,October,2
126,2020-10-02, Afternoon, VIC, Women,36,90000,3240000,2020,10,40,4,October,2
127,2020-10-02, Afternoon, VIC, Seniors,27,67500,1822500,2020,10,40,4,October,2
128,2020-10-02, Evening, VIC, Kids,42,105000,4410000,2020,10,40,4,October,2
129,2020-10-02, Evening, VIC, Men,37,92500,3422500,2020,10,40,4,October,2
130,2020-10-02, Evening, VIC, Women,36,90000,3240000,2020,10,40,4,October,2
131,2020-10-02, Evening, VIC, Seniors,25,62500,1562500,2020,10,40,4,October,2
132,2020-10-02, Morning, QLD, Kids,13,32500,422500,2020,10,40,4,October,2
133,2020-10-02, Morning, QLD, Men,7,17500,122500,2020,10,40,4,October,2
134,2020-10-02, Morning, QLD, Women,12,30000,360000,2020,10,40,4,October,2
135,2020-10-02, Morning, QLD, Seniors,20,50000,1000000,2020,10,40,4,October,2
136,2020-10-02, Afternoon, QLD, Kids,10,25000,250000,2020,10,40,4,October,2
137,2020-10-02, Afternoon, QLD, Men,13,32500,422500,2020,10,40,4,October,2
138,2020-10-02, Afternoon, QLD, Women,7,17500,122500,2020,10,40,4,October,2
139,2020-10-02, Afternoon, QLD, Seniors,10,25000,250000,2020,10,40,4,October,2
140,2020-10-02, Evening, QLD, Kids,5,12500,62500,2020,10,40,4,October,2
141,2020-10-02, Evening, QLD, Men,19,47500,902500,2020,10,40,4,October,2
142,2020-10-02, Evening, QLD, Women,9,22500,202500,2020,10,40,4,October,2
143,2020-10-02, Evening, QLD, Seniors,10,25000,250000,2020,10,40,4,October,2
144,2020-10-02, Morning, NSW, Kids,32,80000,2560000,2020,10,40,4,October,2
145,2020-10-02, Morning, NSW, Men,35,87500,3062500,2020,10,40,4,October,2
146,2020-10-02, Morning, NSW, Women,20,50000,1000000,2020,10,40,4,October,2
147,2020-10-02, Morning, NSW, Seniors,15,37500,562500,2020,10,40,4,October,2
148,2020-10-02, Afternoon, NSW, Kids,33,82500,2722500,2020,10,40,4,October,2
149,2020-10-02, Afternoon, NSW, Men,37,92500,3422500,2020,10,40,4,October,2
150,2020-10-02, Afternoon, NSW, Women,27,67500,1822500,2020,10,40,4,October,2
151,2020-10-02, Afternoon, NSW, Seniors,28,70000,1960000,2020,10,40,4,October,2
152,2020-10-02, Evening, NSW, Kids,20,50000,1000000,2020,10,40,4,October,2
153,2020-10-02, Evening, NSW, Men,39,97500,3802500,2020,10,40,4,October,2
154,2020-10-02, Evening, NSW, Women,25,62500,1562500,2020,10,40,4,October,2
155,2020-10-02, Evening, NSW, Seniors,29,72500,2102500,2020,10,40,4,October,2
156,2020-10-02, Morning, TAS, Kids,4,10000,40000,2020,10,40,4,October,2
157,2020-10-02, Morning, TAS, Men,11,27500,302500,2020,10,40,4,October,2
158,2020-10-02, Morning, TAS, Women,3,7500,22500,2020,10,40,4,October,2
159,2020-10-02, Morning, TAS, Seniors,10,25000,250000,2020,10,40,4,October,2
160,2020-10-02, Afternoon, TAS, Kids,11,27500,302500,2020,10,40,4,October,2
161,2020-10-02, Afternoon, TAS, Men,5,12500,62500,2020,10,40,4,October,2
162,2020-10-02, Afternoon, TAS, Women,4,10000,40000,2020,10,40,4,October,2
163,2020-10-02, Afternoon, TAS, Seniors,15,37500,562500,2020,10,40,4,October,2
164,2020-10-02, Evening, TAS, Kids,11,27500,302500,2020,10,40,4,October,2
165,2020-10-02, Evening, TAS, Men,6,15000,90000,2020,10,40,4,October,2
166,2020-10-02, Evening, TAS, Women,14,35000,490000,2020,10,40,4,October,2
167,2020-10-02, Evening, TAS, Seniors,6,15000,90000,2020,10,40,4,October,2
168,2020-10-03, Morning, WA, Kids,15,37500,562500,2020,10,40,4,October,3
169,2020-10-03, Morning, WA, Men,13,32500,422500,2020,10,40,4,October,3
170,2020-10-03, Morning, WA, Women,6,15000,90000,2020,10,40,4,October,3
171,2020-10-03, Morning, WA, Seniors,3,7500,22500,2020,10,40,4,October,3
172,2020-10-03, Afternoon, WA, Kids,9,22500,202500,2020,10,40,4,October,3
173,2020-10-03, Afternoon, WA, Men,10,25000,250000,2020,10,40,4,October,3
174,2020-10-03, Afternoon, WA, Women,7,17500,122500,2020,10,40,4,October,3
175,2020-10-03, Afternoon, WA, Seniors,6,15000,90000,2020,10,40,4,October,3
176,2020-10-03, Evening, WA, Kids,3,7500,22500,2020,10,40,4,October,3
177,2020-10-03, Evening, WA, Men,4,10000,40000,2020,10,40,4,October,3
178,2020-10-03, Evening, WA, Women,13,32500,422500,2020,10,40,4,October,3
179,2020-10-03, Evening, WA, Seniors,7,17500,122500,2020,10,40,4,October,3
180,2020-10-03, Morning, NT, Kids,8,20000,160000,2020,10,40,4,October,3
181,2020-10-03, Morning, NT, Men,12,30000,360000,2020,10,40,4,October,3
182,2020-10-03, Morning, NT, Women,11,27500,302500,2020,10,40,4,October,3
183,2020-10-03, Morning, NT, Seniors,3,7500,22500,2020,10,40,4,October,3
184,2020-10-03, Afternoon, NT, Kids,7,17500,122500,2020,10,40,4,October,3
185,2020-10-03, Afternoon, NT, Men,11,27500,302500,2020,10,40,4,October,3
186,2020-10-03, Afternoon, NT, Women,9,22500,202500,2020,10,40,4,October,3
187,2020-10-03, Afternoon, NT, Seniors,3,7500,22500,2020,10,40,4,October,3
188,2020-10-03, Evening, NT, Kids,11,27500,302500,2020,10,40,4,October,3
189,2020-10-03, Evening, NT, Men,7,17500,122500,2020,10,40,4,October,3
190,2020-10-03, Evening, NT, Women,9,22500,202500,2020,10,40,4,October,3
191,2020-10-03, Evening, NT, Seniors,12,30000,360000,2020,10,40,4,October,3
192,2020-10-03, Morning, SA, Kids,19,47500,902500,2020,10,40,4,October,3
193,2020-10-03, Morning, SA, Men,22,55000,1210000,2020,10,40,4,October,3
194,2020-10-03, Morning, SA, Women,25,62500,1562500,2020,10,40,4,October,3
195,2020-10-03, Morning, SA, Seniors,34,85000,2890000,2020,10,40,4,October,3
196,2020-10-03, Afternoon, SA, Kids,10,25000,250000,2020,10,40,4,October,3
197,2020-10-03, Afternoon, SA, Men,21,52500,1102500,2020,10,40,4,October,3
198,2020-10-03, Afternoon, SA, Women,11,27500,302500,2020,10,40,4,October,3
199,2020-10-03, Afternoon, SA, Seniors,10,25000,250000,2020,10,40,4,October,3
200,2020-10-03, Evening, SA, Kids,31,77500,2402500,2020,10,40,4,October,3
201,2020-10-03, Evening, SA, Men,30,75000,2250000,2020,10,40,4,October,3
202,2020-10-03, Evening, SA, Women,33,82500,2722500,2020,10,40,4,October,3
203,2020-10-03, Evening, SA, Seniors,32,80000,2560000,2020,10,40,4,October,3
204,2020-10-03, Morning, VIC, Kids,50,125000,6250000,2020,10,40,4,October,3
205,2020-10-03, Morning, VIC, Men,35,87500,3062500,2020,10,40,4,October,3
206,2020-10-03, Morning, VIC, Women,49,122500,6002500,2020,10,40,4,October,3
207,2020-10-03, Morning, VIC, Seniors,45,112500,5062500,2020,10,40,4,October,3
208,2020-10-03, Afternoon, VIC, Kids,42,105000,4410000,2020,10,40,4,October,3
209,2020-10-03, Afternoon, VIC, Men,26,65000,1690000,2020,10,40,4,October,3
210,2020-10-03, Afternoon, VIC, Women,42,105000,4410000,2020,10,40,4,October,3
211,2020-10-03, Afternoon, VIC, Seniors,47,117500,5522500,2020,10,40,4,October,3
212,2020-10-03, Evening, VIC, Kids,34,85000,2890000,2020,10,40,4,October,3
213,2020-10-03, Evening, VIC, Men,37,92500,3422500,2020,10,40,4,October,3
214,2020-10-03, Evening, VIC, Women,39,97500,3802500,2020,10,40,4,October,3
215,2020-10-03, Evening, VIC, Seniors,36,90000,3240000,2020,10,40,4,October,3
216,2020-10-03, Morning, QLD, Kids,15,37500,562500,2020,10,40,4,October,3
217,2020-10-03, Morning, QLD, Men,12,30000,360000,2020,10,40,4,October,3
218,2020-10-03, Morning, QLD, Women,20,50000,1000000,2020,10,40,4,October,3
219,2020-10-03, Morning, QLD, Seniors,17,42500,722500,2020,10,40,4,October,3
220,2020-10-03, Afternoon, QLD, Kids,7,17500,122500,2020,10,40,4,October,3
221,2020-10-03, Afternoon, QLD, Men,16,40000,640000,2020,10,40,4,October,3
222,2020-10-03, Afternoon, QLD, Women,17,42500,722500,2020,10,40,4,October,3
223,2020-10-03, Afternoon, QLD, Seniors,9,22500,202500,2020,10,40,4,October,3
224,2020-10-03, Evening, QLD, Kids,20,50000,1000000,2020,10,40,4,October,3
225,2020-10-03, Evening, QLD, Men,19,47500,902500,2020,10,40,4,October,3
226,2020-10-03, Evening, QLD, Women,8,20000,160000,2020,10,40,4,October,3
227,2020-10-03, Evening, QLD, Seniors,7,17500,122500,2020,10,40,4,October,3
228,2020-10-03, Morning, NSW, Kids,32,80000,2560000,2020,10,40,4,October,3
229,2020-10-03, Morning, NSW, Men,36,90000,3240000,2020,10,40,4,October,3
230,2020-10-03, Morning, NSW, Women,39,97500,3802500,2020,10,40,4,October,3
231,2020-10-03, Morning, NSW, Seniors,27,67500,1822500,2020,10,40,4,October,3
232,2020-10-03, Afternoon, NSW, Kids,18,45000,810000,2020,10,40,4,October,3
233,2020-10-03, Afternoon, NSW, Men,22,55000,1210000,2020,10,40,4,October,3
234,2020-10-03, Afternoon, NSW, Women,33,82500,2722500,2020,10,40,4,October,3
235,2020-10-03, Afternoon, NSW, Seniors,17,42500,722500,2020,10,40,4,October,3
236,2020-10-03, Evening, NSW, Kids,32,80000,2560000,2020,10,40,4,October,3
237,2020-10-03, Evening, NSW, Men,15,37500,562500,2020,10,40,4,October,3
238,2020-10-03, Evening, NSW, Women,36,90000,3240000,2020,10,40,4,October,3
239,2020-10-03, Evening, NSW, Seniors,17,42500,722500,2020,10,40,4,October,3
240,2020-10-03, Morning, TAS, Kids,4,10000,40000,2020,10,40,4,October,3
241,2020-10-03, Morning, TAS, Men,12,30000,360000,2020,10,40,4,October,3
242,2020-10-03, Morning, TAS, Women,8,20000,160000,2020,10,40,4,October,3
243,2020-10-03, Morning, TAS, Seniors,10,25000,250000,2020,10,40,4,October,3
244,2020-10-03, Afternoon, TAS, Kids,10,25000,250000,2020,10,40,4,October,3
245,2020-10-03, Afternoon, TAS, Men,10,25000,250000,2020,10,40,4,October,3
246,2020-10-03, Afternoon, TAS, Women,14,35000,490000,2020,10,40,4,October,3
247,2020-10-03, Afternoon, TAS, Seniors,11,27500,302500,2020,10,40,4,October,3
248,2020-10-03, Evening, TAS, Kids,3,7500,22500,2020,10,40,4,October,3
249,2020-10-03, Evening, TAS, Men,8,20000,160000,2020,10,40,4,October,3
250,2020-10-03, Evening, TAS, Women,9,22500,202500,2020,10,40,4,October,3
251,2020-10-03, Evening, TAS, Seniors,7,17500,122500,2020,10,40,4,October,3
252,2020-10-04, Morning, WA, Kids,7,17500,122500,2020,10,40,4,October,4
253,2020-10-04, Morning, WA, Men,15,37500,562500,2020,10,40,4,October,4
254,2020-10-04, Morning, WA, Women,15,37500,562500,2020,10,40,4,October,4
255,2020-10-04, Morning, WA, Seniors,3,7500,22500,2020,10,40,4,October,4
256,2020-10-04, Afternoon, WA, Kids,3,7500,22500,2020,10,40,4,October,4
257,2020-10-04, Afternoon, WA, Men,10,25000,250000,2020,10,40,4,October,4
258,2020-10-04, Afternoon, WA, Women,6,15000,90000,2020,10,40,4,October,4
259,2020-10-04, Afternoon, WA, Seniors,10,25000,250000,2020,10,40,4,October,4
260,2020-10-04, Evening, WA, Kids,9,22500,202500,2020,10,40,4,October,4
261,2020-10-04, Evening, WA, Men,8,20000,160000,2020,10,40,4,October,4
262,2020-10-04, Evening, WA, Women,9,22500,202500,2020,10,40,4,October,4
263,2020-10-04, Evening, WA, Seniors,15,37500,562500,2020,10,40,4,October,4
264,2020-10-04, Morning, NT, Kids,9,22500,202500,2020,10,40,4,October,4
265,2020-10-04, Morning, NT, Men,5,12500,62500,2020,10,40,4,October,4
266,2020-10-04, Morning, NT, Women,8,20000,160000,2020,10,40,4,October,4
267,2020-10-04, Morning, NT, Seniors,12,30000,360000,2020,10,40,4,October,4
268,2020-10-04, Afternoon, NT, Kids,3,7500,22500,2020,10,40,4,October,4
269,2020-10-04, Afternoon, NT, Men,6,15000,90000,2020,10,40,4,October,4
270,2020-10-04, Afternoon, NT, Women,7,17500,122500,2020,10,40,4,October,4
271,2020-10-04, Afternoon, NT, Seniors,13,32500,422500,2020,10,40,4,October,4
272,2020-10-04, Evening, NT, Kids,11,27500,302500,2020,10,40,4,October,4
273,2020-10-04, Evening, NT, Men,7,17500,122500,2020,10,40,4,October,4
274,2020-10-04, Evening, NT, Women,7,17500,122500,2020,10,40,4,October,4
275,2020-10-04, Evening, NT, Seniors,9,22500,202500,2020,10,40,4,October,4
276,2020-10-04, Morning, SA, Kids,11,27500,302500,2020,10,40,4,October,4
277,2020-10-04, Morning, SA, Men,26,65000,1690000,2020,10,40,4,October,4
278,2020-10-04, Morning, SA, Women,19,47500,902500,2020,10,40,4,October,4
279,2020-10-04, Morning, SA, Seniors,29,72500,2102500,2020,10,40,4,October,4
280,2020-10-04, Afternoon, SA, Kids,15,37500,562500,2020,10,40,4,October,4
281,2020-10-04, Afternoon, SA, Men,19,47500,902500,2020,10,40,4,October,4
282,2020-10-04, Afternoon, SA, Women,31,77500,2402500,2020,10,40,4,October,4
283,2020-10-04, Afternoon, SA, Seniors,28,70000,1960000,2020,10,40,4,October,4
284,2020-10-04, Evening, SA, Kids,22,55000,1210000,2020,10,40,4,October,4
285,2020-10-04, Evening, SA, Men,11,27500,302500,2020,10,40,4,October,4
286,2020-10-04, Evening, SA, Women,11,27500,302500,2020,10,40,4,October,4
287,2020-10-04, Evening, SA, Seniors,21,52500,1102500,2020,10,40,4,October,4
288,2020-10-04, Morning, VIC, Kids,37,92500,3422500,2020,10,40,4,October,4
289,2020-10-04, Morning, VIC, Men,27,67500,1822500,2020,10,40,4,October,4
290,2020-10-04, Morning, VIC, Women,33,82500,2722500,2020,10,40,4,October,4
291,2020-10-04, Morning, VIC, Seniors,25,62500,1562500,2020,10,40,4,October,4
292,2020-10-04, Afternoon, VIC, Kids,26,65000,1690000,2020,10,40,4,October,4
293,2020-10-04, Afternoon, VIC, Men,27,67500,1822500,2020,10,40,4,October,4
294,2020-10-04, Afternoon, VIC, Women,26,65000,1690000,2020,10,40,4,October,4
295,2020-10-04, Afternoon, VIC, Seniors,36,90000,3240000,2020,10,40,4,October,4
296,2020-10-04, Evening, VIC, Kids,31,77500,2402500,2020,10,40,4,October,4
297,2020-10-04, Evening, VIC, Men,40,100000,4000000,2020,10,40,4,October,4
298,2020-10-04, Evening, VIC, Women,46,115000,5290000,2020,10,40,4,October,4
299,2020-10-04, Evening, VIC, Seniors,34,85000,2890000,2020,10,40,4,October,4
300,2020-10-04, Morning, QLD, Kids,19,47500,902500,2020,10,40,4,October,4
301,2020-10-04, Morning, QLD, Men,14,35000,490000,2020,10,40,4,October,4
302,2020-10-04, Morning, QLD, Women,14,35000,490000,2020,10,40,4,October,4
303,2020-10-04, Morning, QLD, Seniors,20,50000,1000000,2020,10,40,4,October,4
304,2020-10-04, Afternoon, QLD, Kids,16,40000,640000,2020,10,40,4,October,4
305,2020-10-04, Afternoon, QLD, Men,18,45000,810000,2020,10,40,4,October,4
306,2020-10-04, Afternoon, QLD, Women,8,20000,160000,2020,10,40,4,October,4
307,2020-10-04, Afternoon, QLD, Seniors,20,50000,1000000,2020,10,40,4,October,4
308,2020-10-04, Evening, QLD, Kids,12,30000,360000,2020,10,40,4,October,4
309,2020-10-04, Evening, QLD, Men,17,42500,722500,2020,10,40,4,October,4
310,2020-10-04, Evening, QLD, Women,16,40000,640000,2020,10,40,4,October,4
311,2020-10-04, Evening, QLD, Seniors,16,40000,640000,2020,10,40,4,October,4
312,2020-10-04, Morning, NSW, Kids,21,52500,1102500,2020,10,40,4,October,4
313,2020-10-04, Morning, NSW, Men,39,97500,3802500,2020,10,40,4,October,4
314,2020-10-04, Morning, NSW, Women,34,85000,2890000,2020,10,40,4,October,4
315,2020-10-04, Morning, NSW, Seniors,19,47500,902500,2020,10,40,4,October,4
316,2020-10-04, Afternoon, NSW, Kids,26,65000,1690000,2020,10,40,4,October,4
317,2020-10-04, Afternoon, NSW, Men,17,42500,722500,2020,10,40,4,October,4
318,2020-10-04, Afternoon, NSW, Women,33,82500,2722500,2020,10,40,4,October,4
319,2020-10-04, Afternoon, NSW, Seniors,28,70000,1960000,2020,10,40,4,October,4
320,2020-10-04, Evening, NSW, Kids,32,80000,2560000,2020,10,40,4,October,4
321,2020-10-04, Evening, NSW, Men,20,50000,1000000,2020,10,40,4,October,4
322,2020-10-04, Evening, NSW, Women,35,87500,3062500,2020,10,40,4,October,4
323,2020-10-04, Evening, NSW, Seniors,34,85000,2890000,2020,10,40,4,October,4
324,2020-10-04, Morning, TAS, Kids,6,15000,90000,2020,10,40,4,October,4
325,2020-10-04, Morning, TAS, Men,12,30000,360000,2020,10,40,4,October,4
326,2020-10-04, Morning, TAS, Women,7,17500,122500,2020,10,40,4,October,4
327,2020-10-04, Morning, TAS, Seniors,4,10000,40000,2020,10,40,4,October,4
